50,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#134,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 147x20, 148x20, 149x20, 160x20"
51,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#134,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 147x20, 148x20, 149x20, 160x20"
52,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#134,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 147x20, 148x20, 149x20, 160x20"
55,fully covered,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126","org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 147x20, 149x20, 160x20",org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113
58,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 147x20, 149x20, 160x20"
61,fully covered,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126","org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20",org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113
65,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
66,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
67,fully covered,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126","org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20",org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113
68,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
72,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
73,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
74,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 148x20, 149x20"
80,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#148x20
81,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#148x20
88,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 149x20"
90,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 149x20"
92,fully covered,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,"org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20, 149x20"
97,fully covered,org.apache.http.client.fluent.TestFluent#testGetRequestFailure#113,org.apache.http.client.fluent.TestFluent#testContentAsStringWithCharset#135,"org.apache.http.client.fluent.TestFluent#testPostRequest#122, 126",org.apache.http.client.fluent.TestFluent#testGetRequest#105,org.apache.http.client.fluent.TestFluent#testConnectionRelease#146x20
101,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
103,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
104,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
105,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
106,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
107,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
108,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
109,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
111,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
113,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#147x20
118,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
119,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
120,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
124,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
126,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
127,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
128,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
131,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
132,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
133,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
134,fully covered,org.apache.http.client.fluent.TestFluent#testConnectionRelease#160x20
