Date,File,Attribution,ID
2016/02/17,httpclient5-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfiguration.java,production,1688
2016/02/17,httpclient5-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfigurationTest.java,test,1688
2016/01/27,httpclient5-win/src/main/java/org/apache/hc/client5/http/impl/win/WindowsNegotiateScheme.java,production,1699
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/auth/util/ByteArrayBuilder.java,production,1754
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/entity/mime/FormBodyPartBuilder.java,production,1790
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/BasicResponseHandler.java,production,1804
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/BasicAuthCache.java,production,1809
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/BasicScheme.java,production,1810
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/DigestScheme.java,production,1812
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/HttpAuthenticator.java,production,1815
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/cookie/RFC6265CookieSpec.java,production,1843
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/sync/DefaultServiceUnavailableRetryStrategy.java,production,1883
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/sync/IdleConnectionEvictor.java,production,1891
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/methods/RequestBuilder.java,production,1931
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/psl/PublicSuffixMatcher.java,production,1955
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/ssl/DefaultHostnameVerifier.java,production,1964
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/utils/URIUtils.java,production,1980
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/utils/URLEncodedUtils.java,production,1981
2016/01/27,httpclient5/src/test/java/org/apache/hc/client5/http/ssl/TestDefaultHostnameVerifier.java,test,1964
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/NTLMEngineImpl.java,production,1821
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/DigestScheme.java,production,1812
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/sync/CloseableHttpClient.java,production,1878
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/BasicAuthCache.java,production,1809
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/BasicScheme.java,production,1810
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/DigestScheme.java,production,1812
2016/01/27,httpclient5/src/main/java/org/apache/hc/client5/http/impl/auth/HttpAuthenticator.java,production,1815
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/cache/HttpCacheEntry.java,production,71
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidationRequest.java,production,94
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/AsynchronousValidator.java,production,95
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/BasicHttpCache.java,production,96
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheEntryUpdater.java,production,101
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheInvalidator.java,production,102
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheKeyGenerator.java,production,103
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheValidityPolicy.java,production,105
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CacheableRequestPolicy.java,production,106
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedHttpResponseGenerator.java,production,107
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachedResponseSuitabilityChecker.java,production,108
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingExec.java,production,109
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CachingHttpClientBuilder.java,production,110
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/CombinedEntity.java,production,112
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ConditionalRequestBuilder.java,production,113
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/DefaultFailureCache.java,production,114
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ImmediateSchedulingStrategy.java,production,125
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/RequestProtocolCompliance.java,production,129
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseCachingPolicy.java,production,132
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ResponseProtocolCompliance.java,production,133
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/SizeLimitedResponseReader.java,production,136
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/WarningValue.java,production,138
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/ehcache/EhcacheHttpCacheStorage.java,production,139
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryFactoryImpl.java,production,143
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedCacheEntryImpl.java,production,144
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/MemcachedHttpCacheStorage.java,production,145
2016/01/26,httpclient-cache/src/main/java/org/apache/hc/client5/http/impl/cache/memcached/PrefixKeyHashingScheme.java,production,149
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/cache/TestHttpCacheEntry.java,test,71
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidationRequest.java,test,94
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestAsynchronousValidator.java,test,95
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestBasicHttpCache.java,test,96
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheEntryUpdater.java,test,101
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheInvalidator.java,test,102
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheKeyGenerator.java,test,103
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheValidityPolicy.java,test,105
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCacheableRequestPolicy.java,test,106
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachedHttpResponseGenerator.java,test,107
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachedResponseSuitabilityChecker.java,test,108
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachingExec.java,test,109
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCachingHttpClientBuilder.java,test,110
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestCombinedEntity.java,test,112
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestConditionalRequestBuilder.java,test,113
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestDefaultFailureCache.java,test,114
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestImmediateSchedulingStrategy.java,test,125
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestRequestProtocolCompliance.java,test,129
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestResponseCachingPolicy.java,test,132
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestResponseProtocolCompliance.java,test,133
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestSizeLimitedResponseReader.java,test,136
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/TestWarningValue.java,test,138
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/ehcache/TestEhcacheHttpCacheStorage.java,test,139
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedCacheEntryFactoryImpl.java,test,143
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedCacheEntryImpl.java,test,144
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestMemcachedHttpCacheStorage.java,test,145
2016/01/26,httpclient-cache/src/test/java/org/apache/hc/client5/http/impl/cache/memcached/TestPrefixKeyHashingScheme.java,test,149
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiHttpRoutePlanner.java,production,380
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfiguration.java,production,381
2016/01/26,httpclient-osgi/src/main/java/org/apache/hc/client5/http/osgi/impl/PropertiesUtils.java,production,382
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/OSGiProxyConfigurationTest.java,test,381
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/TestOSGiHttpRoutePlanner.java,test,380
2016/01/26,httpclient-osgi/src/test/java/org/apache/hc/client5/http/osgi/impl/TestPropertiesUtils.java,test,382
2016/01/26,httpclient-win/src/main/java/org/apache/hc/client5/http/impl/win/WindowsNegotiateScheme.java,production,411
2016/01/26,httpclient-win/src/test/java/org/apache/hc/client5/http/impl/win/TestWindowsNegotiateScheme.java,test,411
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthChallenge.java,production,606
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/AuthScope.java,production,610
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/Credentials.java,production,614
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/auth/util/ByteArrayBuilder.java,production,624
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/config/RequestConfig.java,production,692
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CookieOrigin.java,production,739
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CookiePathComparator.java,production,740
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/cookie/CookiePriorityComparator.java,production,741
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/entity/DecompressingEntity.java,production,749
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/entity/EntityBuilder.java,production,752
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/entity/mime/FormBodyPart.java,production,764
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/entity/mime/FormBodyPartBuilder.java,production,765
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/entity/mime/MultipartEntityBuilder.java,production,774
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/BasicResponseHandler.java,production,779
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/AuthChallengeParser.java,production,783
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/BasicAuthCache.java,production,784
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/BasicScheme.java,production,785
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/DigestScheme.java,production,787
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/HttpAuthenticator.java,production,790
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/auth/NTLMEngineImpl.java,production,796
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/cookie/BasicClientCookie.java,production,860
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/cookie/RFC6265CookieSpec.java,production,872
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/io/BasicHttpClientConnectionManager.java,production,893
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/io/PoolingHttpClientConnectionManager.java,production,906
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/protocol/DefaultRedirectStrategy.java,production,910
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/routing/DefaultProxyRoutePlanner.java,production,913
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/routing/DefaultRoutePlanner.java,production,914
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/routing/SystemDefaultRoutePlanner.java,production,915
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/AIMDBackoffManager.java,production,916
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/CloseableHttpClient.java,production,922
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/ConnectionHolder.java,production,923
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/DefaultBackoffStrategy.java,production,925
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/DefaultHttpRequestRetryHandler.java,production,926
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/DefaultServiceUnavailableRetryStrategy.java,production,927
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/FutureRequestExecutionService.java,production,929
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/IdleConnectionEvictor.java,production,935
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/InternalHttpClient.java,production,936
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/MainClientExec.java,production,937
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/MinimalClientExec.java,production,938
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/NullBackoffStrategy.java,production,941
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/ProtocolExec.java,production,942
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/RedirectExec.java,production,944
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/RetryExec.java,production,948
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/impl/sync/ServiceUnavailableRetryExec.java,production,949
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/io/EofSensorInputStream.java,production,955
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/methods/HttpOptions.java,production,967
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/methods/HttpRequestBase.java,production,971
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/methods/RequestBuilder.java,production,975
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/RequestAcceptEncoding.java,production,986
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/RequestAddCookies.java,production,987
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/RequestClientConnControl.java,production,989
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/RequestDefaultHeaders.java,production,990
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/RequestExpectContinue.java,production,991
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/ResponseContentEncoding.java,production,992
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/protocol/ResponseProcessCookies.java,production,993
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/psl/PublicSuffixListParser.java,production,998
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/psl/PublicSuffixMatcher.java,production,999
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/ssl/DefaultHostnameVerifier.java,production,1008
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/utils/DateUtils.java,production,1021
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/utils/InetAddressUtils.java,production,1022
2016/01/26,httpclient/src/main/java/org/apache/hc/client5/http/utils/URIBuilder.java,production,1023
